,x,s,result
126,-0.43515355172163744,0,0
127,1.8492637284793418,0,1
128,0.6722947570124355,1,1
129,0.40746183624111043,1,1
130,-0.7699160744453164,1,1
131,0.5392491912918173,1,1
132,-0.6743326606573761,1,0
133,0.03183055827435118,1,1
134,-0.635846078378881,0,0
135,0.6764332949464997,1,0
136,0.5765908166149409,0,0
137,-0.20829875557799488,1,1
138,0.3960067126616453,1,1
139,-1.0930615087305058,0,0
140,-1.4912575927056055,0,0
141,0.4393917012645369,1,1
142,0.16667349537252904,1,1
143,0.6350314368921064,0,1
144,2.383144774863942,1,1
145,0.9444794869904138,0,1
146,-0.9128222254441586,0,1
147,1.117016288095853,1,1
148,-1.3159074105115212,1,0
149,-0.461584604814709,1,0
150,-0.06824160532463124,1,0
151,1.7133427216493666,0,1
152,-0.7447548220484399,1,0
153,-0.8264385386590144,0,0
154,-0.0984525244254323,0,0
155,-0.6634782863621074,1,1
156,1.126635922106507,1,1
157,-1.0799315083634233,0,0
158,-1.1474686524111024,0,0
159,-0.43782004474443403,0,0
160,-0.4980324506923049,0,0
161,1.9295320538169858,0,1
162,0.9494208069257608,0,0
163,0.0875512413851909,0,1
164,-1.225435518830168,0,0
165,0.8443629764015471,1,1
166,-1.0002153473895647,0,0
167,-1.5447710967776116,1,0
168,1.1880297923523018,1,1
169,0.3169426119248496,0,0
170,0.920858823780819,0,1
171,0.3187276529430212,1,1
172,0.8568306119026912,1,1
173,-0.6510255933001469,0,0
174,-1.0342428417844647,1,0
175,0.681594518281627,1,1
176,-0.8034096641738411,1,0
177,-0.6895497777502005,1,0
178,-0.45553250351734315,0,1
179,0.01747915902505673,0,1
180,-0.35399391125348395,0,0
181,-1.3749512934180188,0,0
182,-0.6436184028328905,1,0
183,-2.2234031522244266,1,0
184,0.6252314510271875,1,1
185,-1.6020576556067476,1,0
186,-1.1043833394284506,0,0
187,0.052165079260974405,0,0
188,-0.7395629963913133,1,0
189,1.5430145954067358,0,1
190,-1.2928569097234486,0,0
191,0.26705086934918293,1,1
192,-0.0392828182274956,0,0
193,-1.1680934977411974,0,0
194,0.5232766605317537,0,1
195,-0.1715463312222481,0,0
196,0.7717905512136674,0,1
197,0.8235041539637314,1,1
198,2.16323594928069,0,1
199,1.336527949436392,0,1
200,-0.3691818379424436,0,0
201,-0.2393791775759264,1,0
202,1.0996595958871132,1,1
203,0.6552637307225978,1,1
204,0.640131526097592,0,1
205,-1.6169560443108344,1,0
206,-0.024326124398935636,0,0
207,-0.7380309092056887,0,0
208,0.27992459904323824,1,1
209,-0.09815038964295794,0,1
210,0.9101789080925919,0,1
211,0.31721821519130206,0,0
212,0.7863279621089762,1,1
213,-0.46641909673594306,1,0
214,-0.9444462559182504,1,0
215,-0.41004969320254847,0,0
216,-0.017020413861440594,1,1
217,0.3791517355550818,0,1
218,2.259308950690852,1,1
219,-0.04225715166064269,1,1
220,-0.955945000492777,1,0
221,-0.34598177569938643,1,1
222,-0.4635959746460942,0,0
223,0.4814814737734622,0,1
224,-1.5407970144446248,1,0
225,0.06326199420033171,1,0
226,0.1565065379653756,1,1
227,0.23218103620027578,0,1
228,-0.5973160689653627,1,0
229,-0.237921729736007,1,1
230,-1.4240609089825316,1,0
231,-0.49331988336219407,1,0
232,-0.5428614760167177,1,0
233,0.4160500462614255,1,0
234,-1.1561824318219127,1,0
235,0.7811981017099934,0,1
236,1.4944845444913688,0,1
237,-2.0699850250135325,1,0
238,0.42625873077810095,1,1
239,0.6769080350302455,1,1
240,-0.637437025552229,1,0
241,-0.39727181432879766,0,0
242,-0.13288057758695562,1,0
243,-0.2977908794017283,1,1
244,-0.3090129690471222,1,1
245,-1.6760038063299767,1,0
246,1.15233156478312,0,1
247,1.079618592036821,1,1
248,-0.8133642592042029,0,1
249,-1.466424327802514,1,0
250,0.5210648764527586,0,0
251,-0.5757879698130661,0,0
252,0.14195316332077967,0,0
253,-0.3193284171450952,1,0
254,0.6915387510701866,0,0
255,0.6947491436560059,0,1
256,-0.7255973784635843,0,1
257,-1.3833639553950554,0,0
258,-1.582938397335082,0,0
259,0.6103793791072052,0,1
260,-1.188859257784029,1,0
261,-0.5068163542986875,0,0
262,-0.5963140384505081,0,0
263,-0.05256729626954629,0,1
264,-1.936279805846507,1,0
265,0.18877859679382855,1,0
266,0.5238910238342056,0,1
267,0.08842208704466141,0,1
268,-0.3108861716984717,0,0
269,0.09740016626878341,0,1
270,0.3990463456401302,0,1
271,-2.77259275642665,0,0
272,1.9559123082506942,0,1
273,0.39009332268792646,1,1
274,-0.65240858238702,0,1
275,-0.3909533751876011,1,1
276,0.49374177734918845,1,1
277,-0.11610393903436653,0,0
278,-2.0306844677814944,0,0
279,2.0644928613593194,0,1
280,-0.11054065723247261,0,0
281,1.0201727117157997,1,1
282,-0.6920498477843912,1,0
283,1.5363770542457977,0,1
284,0.28634368889227957,1,0
285,0.6088438344754508,1,1
286,-1.0452533661469547,0,0
287,1.2111452896827009,1,1
288,0.6898181645347884,0,0
289,1.3018462295649984,1,1
290,-0.6280875596415789,0,0
291,-0.4810271184607877,0,0
292,2.303916697683942,1,1
293,-1.0600158227215473,1,0
294,-0.13594970067832082,0,0
295,1.1368913626026953,0,1
296,0.0977249677148556,0,0
297,0.5829536797532936,0,0
298,-0.3994490292628752,0,0
299,0.37005588784751875,0,0
300,-1.3065268517353166,1,0
301,1.658130679618188,1,1
302,-0.11816404512856976,1,0
303,-0.6801782039968504,1,1
304,0.6663830820319143,0,1
305,-0.4607197873885533,1,0
306,-1.3342584714027534,1,0
307,-1.3467175057975553,1,0
308,0.6937731526901325,0,1
309,-0.1595734381462669,0,1
310,-0.13370155966843916,1,0
311,1.0777438059762627,0,1
312,-1.1268258087567435,1,0
313,-0.7306777528648248,0,0
314,-0.38487980918127546,1,1
315,0.094351589317074,1,1
316,-0.042171451290578935,1,1
317,-0.2868871923899076,0,0
318,-0.0616264020956474,1,1
319,-0.10730527629117469,0,1
320,-0.7196043885517929,0,0
321,-0.8129929885540773,0,0
322,0.2745163577239395,1,0
323,-0.8909150829955279,0,0
324,-1.1573552591908536,1,0
325,-0.3122922511256933,0,0
326,-0.1576670161638159,0,0
327,2.2567234972982093,1,1
328,-0.7047002758562337,0,0
329,0.9432607249694948,1,1
330,0.7471883342046318,1,1
331,-1.188944955203736,1,0
332,0.7732529774025997,0,1
333,-1.1838806401933177,1,0
334,-2.659172237996741,1,0
335,0.6063195243593807,0,1
336,-1.7558905834377194,1,0
337,0.45093446180591484,0,1
338,-0.6840108977372166,1,0
339,1.6595507961898721,1,1
340,1.068509399316009,1,1
341,-0.45338580385138766,1,1
342,-0.6878376110286823,0,1
343,-1.2140774030941206,0,0
344,-0.4409226322925914,0,0
345,-0.2803554951845091,1,1
346,-0.3646935443916854,0,0
347,0.15670385527236397,1,0
348,0.5785214977288784,0,1
349,0.349654456993174,1,1
350,-0.764143923906443,0,1
351,-1.4377914738015785,1,0
352,1.3645318481024713,1,1
353,-0.6894491845499376,0,0
354,-0.6522935999350191,0,1
355,-0.5211893123011109,0,1
356,-1.8430695501566485,0,0
357,-0.4779740040404867,1,1
358,-0.47965581400794766,1,0
359,0.6203582983435125,0,0
360,0.698457149107336,1,1
361,0.00377088908626934,1,1
362,0.9318483741143037,0,1
363,0.339964983801262,0,1
364,-0.01568211160255477,0,0
365,0.16092816829822298,1,1
366,-0.19065349358139935,0,0
367,-0.3948495140334503,0,0
368,-0.26773353689396645,1,1
369,-1.1280113314700069,1,0
370,0.280441705316296,1,1
371,-0.9931236109295807,1,0
372,0.8416312640736364,0,1
373,-0.24945858016094885,1,0
374,0.04949498165009074,0,1
375,0.49383677628095635,1,1
376,0.6433144650629279,0,1
377,-1.5706234086334527,0,0
378,-0.20690367616397173,0,1
379,0.8801789120807822,0,1
380,-1.6981058194322545,1,0
381,0.3872804753950634,0,1
382,-2.2555642294021894,1,0
383,-1.0225068436356035,0,0
384,0.0386305518401881,0,1
385,-1.6567151023219537,0,0
386,-0.9855107376841507,0,1
387,-1.4718350074635869,0,0
388,1.6481349322075596,1,1
389,0.16422775548733395,1,1
390,0.5672902778526694,1,0
391,-0.2226751005151545,1,1
392,-0.35343174875719907,0,0
393,-1.6164741886510325,0,0
394,-0.2918373627478628,0,1
395,-0.7614922118116233,1,0
396,0.8579239242923363,0,1
397,1.1411018666575734,1,1
398,1.4665787155741776,0,1
399,0.852551939461232,1,1
400,-0.5986539369229861,0,0
401,-1.1158969859603944,1,0
402,0.7666631816450861,0,1
403,0.3562928174722889,0,0
404,-1.7685384506770307,1,0
405,0.35548179274376907,0,0
406,0.8145198224878663,1,1
407,0.058925589181629955,1,0
408,-0.18505367100934153,1,1
409,-0.8076484876163557,0,0
410,-1.4465346995633879,0,0
411,0.8002979493400275,1,1
412,-0.3091144447717088,1,1
413,-0.23346666154369272,1,1
414,1.7327211869191332,1,1
415,0.6845011068591904,1,1
416,0.3708250012811021,1,1
417,0.14206180518723566,1,1
418,1.5199948607657727,0,1
419,1.7195893074161945,1,1
420,0.9295051114795281,0,1
421,0.5822245913979243,1,1
422,-2.0946030712061448,0,0
423,0.12372191423350658,1,0
424,-0.130106954193704,0,0
425,0.09395322938556872,1,1
426,0.9430460873225178,1,1
427,-2.7396771671895563,0,0
428,-0.5693120534701851,0,0
429,0.26990435494076137,0,1
430,-0.4668455460527625,0,0
431,-1.4169061131262595,1,0
432,0.8689634868967954,1,0
433,0.27687190584612803,1,1
434,-0.9711045704444846,0,1
435,0.3148172045158238,1,1
436,0.8215857120497958,1,1
437,0.005292646299360854,1,1
438,0.8005648034309968,0,0
439,0.07826017516166135,0,0
440,-0.39522898265435435,0,0
441,-1.159420516399913,1,1
442,-0.08593076697161273,1,0
443,0.19429293804577166,1,1
444,0.8758327615873309,0,1
445,-0.11510746848722672,1,1
446,0.4574156062209908,0,1
447,-0.9646120137337284,1,1
448,-0.7826291558275251,0,0
449,-0.11038929902688775,0,0
450,-1.0546284639850139,0,0
451,0.8202478373246812,0,1
452,0.4631303293186071,1,1
453,0.2790957643924534,0,1
454,0.33890412521594454,1,1
455,2.0210435614847975,0,1
456,-0.46886418796679563,1,0
457,-2.201441285500558,1,0
458,0.1993001968964652,0,1
459,-0.050603540961665895,1,1
460,-0.5175190425104033,0,0
461,-0.9788298593587699,0,0
462,-0.43918952180214793,1,1
463,0.18133842921782128,1,1
464,-0.5028167006425383,1,0
465,2.4124536795437486,0,1
466,-0.960504381633148,1,0
467,-0.7931173627076716,0,0
468,-2.2886200400145285,0,0
469,0.251484415021537,1,1
470,-2.01640662779976,0,0
471,-0.5394546333745014,0,0
472,-0.27567053456055696,1,0
473,-0.7097279658468882,0,0
474,1.738872677454511,1,1
475,0.9943943913154989,0,1
476,1.3191368763015756,0,1
477,-0.8824188185499185,1,0
478,1.1285940645145685,0,1
479,0.4960009463439622,0,1
480,0.7714059486768455,1,1
481,1.0294388287827672,1,1
482,-0.9087632459590531,0,0
483,-0.4243176209779015,1,0
484,0.8625960113284511,1,1
485,-2.655619092974933,0,0
486,1.5133280825732052,0,1
487,0.553132064207584,1,1
488,-0.045703960660234855,0,0
489,0.2205076557571733,1,0
490,-1.0299352833089765,1,0
491,-0.34994336458910474,0,0
492,1.1002843382203737,1,1
493,1.2980219723262212,1,1
494,2.6962240525635797,0,1
495,-0.07392466628041514,0,0
496,-0.6585529668050037,0,0
497,-0.5142339659399888,1,0
498,-1.0180418752873648,0,0
499,-0.07785475594085076,0,1
500,0.38273243001226814,0,1
501,-0.03424228053195387,0,0
502,1.0963468456657985,0,1
503,-0.23421580134453654,1,1
504,-0.3474506524985633,1,0
505,-0.5812684768603252,1,0
506,-1.6326345262344952,0,0
507,-1.567767724308454,1,0
508,-1.1791579306376878,0,0
509,1.3014280716647608,1,1
510,0.8952602728899299,0,1
511,1.3749640663929898,1,1
512,-1.3322116545945017,0,0
513,-1.9686246897860202,1,0
514,-0.6600563201340829,0,0
515,0.175818953296028,1,1
516,0.4986902749098275,0,1
517,1.0479721559680528,1,1
518,0.2842796708072146,0,1
519,1.7426687806556311,1,1
520,-0.22260568094832048,1,1
521,-0.9130792180417964,0,0
522,-1.6812182154944335,0,0
523,-0.8889713580954499,1,0
524,0.242117960985123,1,1
525,-0.8887202573536308,0,0
526,0.9367424635352571,1,1
527,1.412327706037443,1,1
528,-2.369586905226603,1,0
529,0.8640523004976479,0,1
530,-2.2396040586617367,0,0
531,0.4014990550902875,0,1
532,1.2248705641936597,1,1
533,0.06485610634357618,1,1
534,-1.2796891732042395,1,0
535,-0.5854312042777726,0,1
536,-0.2616454457109007,1,1
537,-0.18224478378994294,0,0
538,-0.20289684076666706,0,0
539,-0.1098827793093138,0,0
540,0.2134800489101689,1,1
541,-1.2085736537332212,1,0
542,-0.2420198298702195,1,1
543,1.5182611703557054,1,1
544,-0.38464542314251776,1,0
545,-0.4438360931551978,1,0
546,1.0781973037142378,1,1
547,-2.5591846663440965,0,0
548,1.1813786012882859,0,1
549,-0.6319037580051673,1,0
550,0.16392857245258663,1,1
551,0.09632135592119682,0,1
552,0.9424681192203938,0,1
553,-0.2675947462353477,0,1
554,-0.6780257815644504,1,0
555,1.2978457906510987,0,1
556,-2.36417381714118,0,0
557,0.02033418170524325,1,1
558,-1.3479254226291204,1,0
559,-0.761573388256559,0,0
560,2.011256681463137,1,1
561,-0.044595426455857026,0,1
562,0.19506969715138117,0,1
563,-1.7815628557055914,1,0
564,-0.7290446587946957,0,0
565,0.19655740072878491,1,1
566,0.3547576931132181,1,1
567,0.6168865543932788,1,1
568,0.008627898917576322,0,1
569,0.5270042084546597,0,1
570,0.453781912635684,1,1
571,-1.8297404110045314,1,0
572,0.03700572191014953,0,0
573,0.7679024077327037,0,1
574,0.5898798207345195,0,0
575,-0.3638588099707899,0,0
576,-0.8056265075393678,0,0
577,-1.1183119243216322,0,0
578,-0.13105401154141233,0,0
579,1.133079879559722,1,1
580,-1.951804101481602,1,0
581,-0.659891729729498,1,0
582,-1.139802455426774,0,0
583,0.7849575212405001,0,1
584,-0.5543096265713009,0,0
585,-0.4706376581547914,1,0
586,-0.216949569936649,0,0
587,0.4453932508947973,1,1
588,-0.39238899814963674,0,0
589,-3.0461430547999266,1,0
590,0.5433118913875197,1,1
591,0.43904295767204254,1,0
592,-0.21954102833121325,0,0
593,-1.0840366206719345,1,0
594,0.3517801106813583,0,1
595,0.37923553353558676,0,1
596,-0.4700328827008748,1,0
597,-0.21673147057553863,1,0
598,-0.9301565025243212,0,0
599,-0.17858909208732915,0,0
600,-1.550429345083481,0,0
601,0.4173188210318355,0,0
602,-0.9443684908242939,0,0
603,0.23810314783231212,1,0
604,-1.4059629162678993,1,0
605,-0.5900576458695397,0,1
606,-0.11048940506592783,0,0
607,-1.6606998118692633,1,0
608,0.11514787314009216,1,1
609,-0.37914756287992274,1,1
610,-1.7423561978092306,1,0
611,-1.3032427541123157,1,0
612,0.6051200840821667,0,1
613,0.895555985551324,1,1
614,-0.13190863977996706,0,1
615,0.4047618120404975,1,1
616,0.2238435633129107,1,0
617,0.32962298212773805,0,0
618,1.285984007080293,1,1
619,-1.506998398214272,1,0
620,0.6764607323616232,0,1
621,-0.3820089555778202,1,0
622,-0.22425893425164034,0,0
623,-0.30224973045507003,0,0
624,-0.37514711666128386,0,1
625,-1.226196191783019,0,0
626,0.18333919925760125,0,1
627,1.6709430327888573,1,1
628,-0.056133020448757114,1,1
629,-0.001385042735095726,0,0
630,-0.6872990371566635,1,1
631,-0.11747454641811148,0,0
632,0.46616642603403075,0,1
633,-0.3702424407043429,0,0
634,-0.45380404105200106,1,1
635,0.4032645401632468,1,1
636,-0.9180047698190454,1,0
637,0.2524966270768724,0,1
638,0.8203217972614217,0,1
639,1.3599485416794843,0,1
640,-0.09038200727694681,1,1
641,1.3675972398067135,1,1
642,1.034409886481518,0,1
643,-0.9962126403710662,1,1
644,-1.217938511593151,0,0
645,-0.30496363785442043,0,0
646,1.0289354925948542,1,1
647,-0.0722870075600049,0,0
648,-0.6006575576577885,1,0
649,1.5522431800485608,1,1
650,0.2869044880033464,1,1
651,-2.3205942757907416,0,0
652,0.31716062629268876,1,1
653,0.5200406145708678,0,1
654,0.2256086544711038,0,1
655,0.44971210023199254,1,1
656,-0.06727560892298173,0,0
657,-1.3183958696447342,1,0
658,-0.37070400322045344,0,0
659,-0.9456157955562914,0,0
660,-0.9327409107943778,0,0
661,-1.2630683491022754,0,0
662,0.4524890926396464,0,1
663,0.09789614541262709,0,0
664,-0.44816536268070806,1,1
665,-0.6493379277303881,1,1
666,-0.02342310502145217,1,1
667,1.0791947281124892,1,1
668,-2.004215715498915,1,0
669,0.37687652085089274,0,0
670,-0.5457119740177824,1,0
671,-1.8845858449794477,1,0
672,-1.9457030831639588,1,0
673,-0.9127834941352918,1,0
674,0.21950955579304526,0,0
675,0.3930629339800916,0,1
676,-0.9389815726777853,1,0
677,1.0170209914132446,0,1
678,1.4229834965161061,1,1
679,0.3960865849565602,0,1
680,-0.5914026678081108,1,0
681,1.1244191845103682,0,1
682,0.7553956956633383,1,1
683,0.867407411354918,0,1
684,-0.6564636749715315,1,0
685,-2.8345545052747023,1,0
686,2.1167910214836754,0,1
687,-1.6108784034499337,1,0
688,-0.03576807186022113,1,1
689,2.3807453512197503,0,1
690,0.330576756274374,1,1
691,0.9492464735582357,1,1
692,-1.5023965693817127,1,0
693,-1.7776669547337063,1,0
694,-0.5327027919795545,0,0
695,1.0907497344345,0,1
696,-0.34624944764730997,1,1
697,-0.7946363210714987,0,0
698,0.19796728994496746,0,1
699,1.0819352184772653,1,1
700,-1.4449401990733717,0,0
701,-1.2105429941233516,0,0
702,-0.7886692545093662,0,0
703,1.0946383747120914,0,1
704,0.2348215259487319,0,1
705,2.1321534105704436,1,1
706,0.9364457258311158,0,0
707,-0.03509517686967038,1,0
708,1.265077838088766,0,1
709,0.21149701273187801,1,1
710,-0.7049213525074449,0,0
711,0.6799748442451024,0,1
712,-0.6963266538610828,0,0
713,-0.29039710080386677,1,0
714,1.327782695957983,0,1
715,-0.10128148621739935,0,1
716,-0.8031413873416283,0,0
717,-0.46433769143549164,1,1
718,1.021790585588673,0,1
719,-0.5525406734167292,1,1
720,-0.38687084685064654,1,1
721,-0.5102927396336285,0,0
722,0.18392549434030994,0,0
723,-0.3854897603756083,1,0
724,-1.601836048972537,1,0
725,-0.8871809418450403,1,1
726,-0.9327890415064383,0,0
727,1.2433193844551549,1,1
728,0.8126740421090424,1,1
729,0.587259379399826,0,0
730,-0.5053583172644099,1,0
731,-0.8157915419939713,1,1
732,-0.507517601657357,0,1
733,-1.051880102551674,1,0
734,2.497200391587007,0,1
735,-2.245321648371402,1,0
736,0.5640085350738091,1,1
737,-1.2845522979925272,0,0
738,-0.10434349149469264,0,1
739,-0.9880019424937344,1,0
740,-1.1776289624826308,0,0
741,-1.1401963009349616,1,0
742,1.7549861537420586,1,1
743,-0.13298842230959199,0,0
744,-0.7657021944780863,1,0
745,0.555786964082873,0,1
746,0.010349314566299353,0,0
747,0.7200337593416528,0,1
748,-1.82425665593783,1,1
749,0.3036039044620014,1,1
750,0.7726948371023817,1,1
751,-1.6615982911145637,1,0
752,0.44819528442331247,1,1
753,1.6961815728281606,1,1
754,-0.014857703354702717,1,1
755,0.8214059370248112,1,1
756,0.6705704503109099,1,1
757,-0.7075056975105769,0,0
758,0.03976673458649517,0,0
759,-1.5669947108616025,1,0
760,-0.4513030371025261,1,1
761,0.2656879749662359,1,1
762,0.7231004937377982,0,1
763,0.024612125247911617,1,1
764,0.7199837301431654,0,0
765,-1.1029062129553697,1,1
766,-0.1016972745548716,0,0
767,0.019279384513077216,0,1
768,1.8495912466796365,1,1
769,-0.21416665620008424,1,0
770,-0.4990166379941829,1,1
771,0.02135122384354861,0,1
772,-0.9191134448699437,0,1
773,0.19275384906521617,1,1
774,-0.36505521654625767,0,0
775,-1.7913275480411837,0,0
776,-0.05858655113386085,1,1
777,-0.31754309393019925,1,1
778,-1.6324233020679833,1,0
779,-0.06713415461452177,1,1
780,1.4893559620744803,0,1
781,0.5213037482757137,0,1
782,0.6119271927311578,1,1
783,-1.3414967255830426,0,0
784,0.4768983689222224,1,1
785,0.14844958138007808,1,1
786,0.5290452383344316,1,1
787,0.42262862170882565,0,1
788,-1.3597807255038137,0,0
789,-0.04140081155796743,1,1
790,-0.757870860425166,0,1
791,-0.05008409428482209,1,0
792,-0.8974009269018305,0,0
793,1.3124703671409963,1,1
794,-0.8589723884443423,1,0
795,-0.898942156465536,0,0
796,0.07458640654355353,1,1
797,-1.0770990694039948,0,0
798,-0.4246633024328657,0,0
799,-0.8299645975379619,1,1
800,1.4111720638896117,0,1
801,0.7858038268311726,0,0
802,-0.057469518465394644,1,0
803,-0.39121705217401626,1,0
804,0.9409176145751134,1,1
805,0.40520408032288807,0,1
806,0.4980524046828567,1,1
807,-0.026192237344250482,1,1
808,-1.6882300277714322,0,0
809,-0.11246598255955272,0,1
810,-0.5324899192090677,1,1
811,0.6450552734598769,0,1
812,1.011842432994189,1,1
813,-0.6579510447611686,1,0
814,0.46838523427705164,1,1
815,1.7358789976857132,0,1
816,-0.667712720570559,0,0
817,1.6819217400731377,1,1
818,-0.852585847170647,1,0
819,0.022959755607951444,1,0
820,-0.011145611841841251,1,0
821,0.011498899870062375,1,1
822,-0.8376780419079453,0,0
823,-0.5911831037644297,1,0
824,-0.6677202863593994,1,1
825,0.3269625954044574,0,1
826,0.33003511451031164,0,1
827,2.225944331738259,0,1
828,1.3709890062911214,0,1
829,-0.5098432421384791,0,0
830,0.32486961579618606,0,1
831,0.9971179807917595,1,1
832,0.030601824338517807,0,0
833,-0.06964157844693558,0,1
834,0.05157494276988904,0,1
835,0.8672766288084278,1,1
836,-0.8483205228052325,1,0
837,-0.32566946882017417,1,0
838,0.47043314484648185,1,1
839,0.3114470715541555,0,1
840,0.23958275985639133,0,0
841,-0.3698011663038032,1,0
842,0.9725357891425369,1,0
843,2.1338682472045374,0,1
844,0.4064154936762062,1,1
845,-0.1931767015498399,0,1
846,0.7557402888945426,0,1
847,-0.53913263675299,0,0
848,-0.7496903447028966,0,0
849,0.0328087476137118,1,1
850,-2.5827966329699446,0,0
851,-1.1539503636520094,0,0
852,-0.34796185592084583,0,0
853,-1.3533888581477134,1,0
854,-1.0326431018921296,1,0
855,-0.4367483374580074,0,0
856,-1.6429652935306092,0,0
857,-0.4060717962598319,0,0
858,-0.5352701645328445,1,1
859,0.025405208385016018,1,1
860,1.1541840304940192,1,1
861,0.1725044164928659,1,1
862,0.021062021342063624,1,1
863,0.09945445703071175,0,1
864,0.22739277512112846,0,0
865,-1.016738648609769,0,0
866,-0.11477532477079817,1,1
867,0.3087512418366131,1,1
868,-1.3707599825430605,0,0
869,0.8656529228158533,0,1
870,1.0813760344581897,1,1
871,-0.6313759884493888,0,0
872,-0.24133779145310455,1,0
873,-0.8781903428100731,1,0
874,0.6993804835878171,0,1
875,-1.0612222874459092,1,0
876,-0.2224770102429203,0,0
877,-0.8589199078076716,1,0
878,0.050954277011289496,0,0
879,-1.794229271489721,0,0
880,1.3264616423656934,1,1
881,-0.964606424206264,1,1
882,0.05989468311627605,0,1
883,-0.2125230447703092,0,0
884,-0.7621145119224981,0,0
885,-0.8877801366359354,0,0
886,0.9363985435524596,1,1
887,-0.5256405931019397,0,0
888,0.2711701846373109,0,0
889,-0.8014968853943748,0,0
890,-0.6471814318477607,1,1
891,0.47224715008784873,0,1
892,0.9304084961111163,1,1
893,-0.17531640232701995,0,1
894,-1.4219198716404369,0,0
895,1.9979560797500047,0,1
896,-0.8565493082342095,0,0
897,-1.5415873996717875,1,0
898,2.594424587768152,1,1
899,-0.40403229385093714,1,1
900,-1.4617326882614081,1,0
901,-0.6834397667886818,1,0
902,0.36754489602226903,0,1
903,0.1903115575939397,0,1
904,-0.85172919725359,0,0
905,1.8227236001279594,0,1
906,-0.5215796779933731,0,0
